cid,eid1,eid2,eid3,xy
184,284,233,235,"[[34.526666666667, 13.596666666667], [34.19, 13.63], [34.34748218517, 13.254178317936], [34.526666666667, 13.596666666667]]"
185,105,285,106,"[[26.620872848751002, 13.299143818513999], [26.470377912007, 13.738305451496998], [26.297500978499, 13.46721919559], [26.620872848751002, 13.299143818513999]]"
186,286,287,212,"[[40.066151507409, 12.240135531731], [40.696690047697004, 12.258109316615], [40.13, 12.89], [40.066151507409, 12.240135531731]]"
187,288,105,44,"[[26.736262571093, 13.719212499210999], [26.620872848751002, 13.299143818513999], [27.027456200287, 13.548691495033], [26.736262571093, 13.719212499210999]]"
188,109,289,102,"[[9.491450805924, 10.725627995811], [9.762363110408, 10.407827495151], [9.81457907812, 10.852797946924], [9.491450805924, 10.725627995811]]"
189,211,286,212,"[[39.661403484264, 12.603571690381001], [40.066151507409, 12.240135531731], [40.13, 12.89], [39.661403484264, 12.603571690381001]]"
190,253,281,174,"[[38.281788737361005, 12.671626516926999], [38.18, 13.05], [37.968645154423, 12.664117780636001], [38.281788737361005, 12.671626516926999]]"
191,263,5,204,"[[29.145894327426, 13.366351105479], [28.764326141136998, 13.235047815109], [29.036313385952, 13.060720698513999], [29.145894327426, 13.366351105479]]"
192,229,290,230,"[[18.555354352958, 13.27724315532], [18.940398214884, 13.655982506366], [18.631538733006998, 13.783400260198], [18.555354352958, 13.27724315532]]"
193,291,292,195,"[[36.301336928168, 13.004201482676], [36.23, 13.36], [35.886797845254, 12.872958761348], [36.301336928168, 13.004201482676]]"
194,249,218,217,"[[35.2, 13.53], [35.287581093906, 13.094044054244002], [35.543333333333, 13.473333333333], [35.2, 13.53]]"
195,217,193,244,"[[35.543333333333, 13.473333333333], [35.605230162466995, 13.066712564354999], [35.886666666667, 13.416666666666998], [35.543333333333, 13.473333333333]]"
196,93,111,94,"[[4.550876755819999, 6.366420771745], [4.892197136404, 6.437417803916], [4.456666666667, 6.76], [4.550876755819999, 6.366420771745]]"
197,222,253,174,"[[38.073421147037, 12.191304893907], [38.281788737361005, 12.671626516926999], [37.968645154423, 12.664117780636001], [38.073421147037, 12.191304893907]]"
198,293,140,139,"[[16.46, 13.94], [16.15, 13.91], [16.33665300453, 13.47351128414], [16.46, 13.94]]"
199,195,292,244,"[[35.886797845254, 12.872958761348], [36.23, 13.36], [35.886666666667, 13.416666666666998], [35.886797845254, 12.872958761348]]"
200,294,295,296,"[[39.305659819541, 11.469303509242], [38.914100031153005, 11.166468272386], [39.360997573917, 10.697704922999], [39.305659819541, 11.469303509242]]"
201,174,281,297,"[[37.968645154423, 12.664117780636001], [38.18, 13.05], [37.886666666667, 13.096666666667], [37.968645154423, 12.664117780636001]]"
202,24,64,25,"[[3.096666666667, 5.376666666667], [3.161871823782, 4.934007253561], [3.425251080059, 5.196468039049], [3.096666666667, 5.376666666667]]"
203,283,252,251,"[[38.846666666667, 12.976666666666999], [38.513333333333, 13.013333333333001], [38.600338297106, 12.535315688036], [38.846666666667, 12.976666666666999]]"
204,181,38,182,"[[37.593333333333, 13.143333333333], [37.3, 13.19], [37.323874238238, 12.679424975827999], [37.593333333333, 13.143333333333]]"
205,288,285,105,"[[26.736262571093, 13.719212499210999], [26.470377912007, 13.738305451496998], [26.620872848751002, 13.299143818513999], [26.736262571093, 13.719212499210999]]"
206,264,298,127,"[[30.742106101666003, 13.265662404517], [31.072712942553, 12.886626781578], [31.075651188695, 13.299672823627999], [30.742106101666003, 13.265662404517]]"
207,174,297,175,"[[37.968645154423, 12.664117780636001], [37.886666666667, 13.096666666667], [37.671622960309, 12.773399477374001], [37.968645154423, 12.664117780636001]]"
208,297,181,175,"[[37.886666666667, 13.096666666667], [37.593333333333, 13.143333333333], [37.671622960309, 12.773399477374001], [37.886666666667, 13.096666666667]]"
209,27,40,149,"[[1.3210970195799998, 2.140550021619], [1.126412478329, 1.826280731907], [1.633072458255, 1.683054474554], [1.3210970195799998, 2.140550021619]]"
210,74,264,55,"[[30.556371443303, 13.579160829368998], [30.742106101666003, 13.265662404517], [30.900023107725, 13.605416466005002], [30.556371443303, 13.579160829368998]]"
211,299,173,182,"[[37.090743713753, 12.04244414331], [37.613631917996, 12.321195567146], [37.323874238238, 12.679424975827999], [37.090743713753, 12.04244414331]]"
212,277,262,261,"[[28.947109845678, 13.626734921582], [29.268117598868, 13.663292616215001], [29.1, 13.96], [28.947109845678, 13.626734921582]]"
213,134,300,135,"[[6.795635155945, 8.388445563525], [7.319159331354, 8.158492850002], [6.994261318653001, 8.604672623452], [6.795635155945, 8.388445563525]]"
214,301,302,303,"[[5.815114526117999, 7.028664030061001], [6.110949305618, 6.5998777770679995], [6.2858269747060005, 7.129165430422], [5.815114526117999, 7.028664030061001]]"
215,9,304,10,"[[17.024313333475, 13.514102825052], [16.77, 13.97], [16.659603610239, 13.613806948588], [17.024313333475, 13.514102825052]]"
216,305,306,307,"[[32.079748421962, 12.43050135444], [32.180496019168, 13.177654546418], [31.788895140435, 12.960495166331999], [32.079748421962, 12.43050135444]]"
217,9,308,304,"[[17.024313333475, 13.514102825052], [17.08, 14.0], [16.77, 13.97], [17.024313333475, 13.514102825052]]"
218,309,310,311,"[[17.44, 14.03], [17.329146649307, 13.661664032356], [17.638606857363, 13.693199395092002], [17.44, 14.03]]"
219,312,313,185,"[[25.179452492817003, 13.184768944607999], [25.690730431326, 13.142214830019], [25.449940552651, 13.624021411917], [25.179452492817003, 13.184768944607999]]"
220,119,121,122,"[[5.66, 7.84], [5.801647162510999, 7.430367770374], [6.010125128286001, 7.644470328645], [5.66, 7.84]]"
221,314,231,315,"[[18.16, 14.09], [18.339749066242, 13.753430897917], [18.473333333333002, 14.12], [18.16, 14.09]]"
222,290,316,317,"[[18.940398214884, 13.655982506366], [19.1, 14.18], [18.786666666667, 14.15], [18.940398214884, 13.655982506366]]"
223,12,14,158,"[[21.668080707915, 13.830772457111001], [21.526666666666998, 14.19], [21.360000171567, 13.847279590226], [21.668080707915, 13.830772457111001]]"
224,133,135,300,"[[7.293547114689, 8.72114598244], [6.994261318653001, 8.604672623452], [7.319159331354, 8.158492850002], [7.293547114689, 8.72114598244]]"
225,101,109,102,"[[9.41, 11.06], [9.491450805924, 10.725627995811], [9.81457907812, 10.852797946924], [9.41, 11.06]]"
226,230,290,317,"[[18.631538733006998, 13.783400260198], [18.940398214884, 13.655982506366], [18.786666666667, 14.15], [18.631538733006998, 13.783400260198]]"
227,70,130,4,"[[28.356852589278002, 13.680120924327], [28.135305120858998, 13.426554663887], [28.415660800046002, 13.295316398426001], [28.356852589278002, 13.680120924327]]"
228,304,293,10,"[[16.77, 13.97], [16.46, 13.94], [16.659603610239, 13.613806948588], [16.77, 13.97]]"
229,82,76,270,"[[30.2420484688, 13.603415487703], [30.41, 13.9], [30.07, 13.91], [30.2420484688, 13.603415487703]]"
230,81,189,79,"[[27.652805137373, 13.666103786340999], [27.818614061698, 13.397105772846999], [28.016435044498, 13.719402365311], [27.652805137373, 13.666103786340999]]"
231,311,318,319,"[[17.638606857363, 13.693199395092002], [17.988867568824002, 13.761299426012002], [17.8, 14.06], [17.638606857363, 13.693199395092002]]"
232,320,321,185,"[[25.32, 14.07], [25.117228248205, 13.683125491633], [25.449940552651, 13.624021411917], [25.32, 14.07]]"
233,322,316,290,"[[19.281159204835998, 13.836708321635001], [19.1, 14.18], [18.940398214884, 13.655982506366], [19.281159204835998, 13.836708321635001]]"
234,322,323,316,"[[19.281159204835998, 13.836708321635001], [19.446666666667, 14.183333333333001], [19.1, 14.18], [19.281159204835998, 13.836708321635001]]"
235,264,127,55,"[[30.742106101666003, 13.265662404517], [31.075651188695, 13.299672823627999], [30.900023107725, 13.605416466005002], [30.742106101666003, 13.265662404517]]"
236,324,325,323,"[[19.630158073754, 13.684053500089998], [19.793333333333003, 14.186666666667], [19.446666666667, 14.183333333333001], [19.630158073754, 13.684053500089998]]"
237,272,185,313,"[[25.933605735325, 13.422262415859999], [25.449940552651, 13.624021411917], [25.690730431326, 13.142214830019], [25.933605735325, 13.422262415859999]]"
238,230,317,315,"[[18.631538733006998, 13.783400260198], [18.786666666667, 14.15], [18.473333333333002, 14.12], [18.631538733006998, 13.783400260198]]"
239,325,326,327,"[[19.793333333333003, 14.186666666667], [19.965546580239, 13.830822162521999], [20.14, 14.19], [19.793333333333003, 14.186666666667]]"
240,218,250,237,"[[35.287581093906, 13.094044054244002], [35.001356200551, 13.240199197248002], [34.964801911646, 12.868938490581998], [35.287581093906, 13.094044054244002]]"
241,106,272,104,"[[26.297500978499, 13.46721919559], [25.933605735325, 13.422262415859999], [26.197411576267, 13.097894211305], [26.297500978499, 13.46721919559]]"
242,328,329,153,"[[22.432429320268998, 13.759609920955], [22.586666666667, 14.22], [22.22, 14.19], [22.432429320268998, 13.759609920955]]"
243,289,162,330,"[[9.762363110408, 10.407827495151], [9.315609310994, 10.442857779653], [9.655537700071, 9.999724861611], [9.762363110408, 10.407827495151]]"
244,154,13,12,"[[21.987705097029, 13.642300847126], [21.873333333333, 14.19], [21.668080707915, 13.830772457111001], [21.987705097029, 13.642300847126]]"
245,331,211,280,"[[39.479008750955, 12.285885930476999], [39.661403484264, 12.603571690381001], [39.356460173118, 12.655944925739998], [39.479008750955, 12.285885930476999]]"
246,158,14,332,"[[21.360000171567, 13.847279590226], [21.526666666666998, 14.19], [21.18, 14.19], [21.360000171567, 13.847279590226]]"
247,273,333,274,"[[20.653244687214, 13.861294435538001], [20.833333333333, 14.19], [20.486666666667, 14.19], [20.653244687214, 13.861294435538001]]"
248,327,275,274,"[[20.14, 14.19], [20.298315644578, 13.688115055466001], [20.486666666667, 14.19], [20.14, 14.19]]"
249,99,334,166,"[[3.4296822935030002, 4.596282489038], [3.996905509642, 4.4739624887480005], [3.669028516776, 4.890092399537], [3.4296822935030002, 4.596282489038]]"
250,221,220,335,"[[24.115914928084003, 13.757973364520002], [23.986666666667, 14.206666666667], [23.759773408541, 13.538216772974], [24.115914928084003, 13.757973364520002]]"
251,336,337,288,"[[26.88, 14.046666666666999], [26.61, 14.053333333333], [26.736262571093, 13.719212499210999], [26.88, 14.046666666666999]]"
252,74,232,264,"[[30.556371443303, 13.579160829368998], [30.340170506360998, 13.209128097623001], [30.742106101666003, 13.265662404517], [30.556371443303, 13.579160829368998]]"
253,285,337,278,"[[26.470377912007, 13.738305451496998], [26.61, 14.053333333333], [26.34, 14.06], [26.470377912007, 13.738305451496998]]"
254,72,272,271,"[[25.785872945862998, 13.685867789842], [25.933605735325, 13.422262415859999], [26.146842997520004, 13.784314924841], [25.785872945862998, 13.685867789842]]"
255,336,44,43,"[[26.88, 14.046666666666999], [27.027456200287, 13.548691495033], [27.15, 14.04], [26.88, 14.046666666666999]]"
256,338,335,339,"[[23.307315289656, 13.218513808907002], [23.759773408541, 13.538216772974], [23.413280504224, 13.794377357865], [23.307315289656, 13.218513808907002]]"
257,160,43,45,"[[27.513333333333, 14.026666666667], [27.15, 14.04], [27.343308492055996, 13.670003865460998], [27.513333333333, 14.026666666667]]"
258,70,4,3,"[[28.356852589278002, 13.680120924327], [28.415660800046002, 13.295316398426001], [28.652547879204, 13.622504142581], [28.356852589278002, 13.680120924327]]"
259,3,277,276,"[[28.652547879204, 13.622504142581], [28.947109845678, 13.626734921582], [28.813333333333002, 13.973333333333], [28.652547879204, 13.622504142581]]"
260,312,185,321,"[[25.179452492817003, 13.184768944607999], [25.449940552651, 13.624021411917], [25.117228248205, 13.683125491633], [25.179452492817003, 13.184768944607999]]"
261,340,154,341,"[[22.292321537795, 13.265748433282], [21.987705097029, 13.642300847126], [21.867410594882998, 12.910224076537002], [22.292321537795, 13.265748433282]]"
262,135,133,132,"[[6.994261318653001, 8.604672623452], [7.293547114689, 8.72114598244], [6.87, 8.993333333333], [6.994261318653001, 8.604672623452]]"
263,87,70,69,"[[28.24, 14.0], [28.356852589278002, 13.680120924327], [28.526666666666998, 13.986666666666999], [28.24, 14.0]]"
264,44,336,288,"[[27.027456200287, 13.548691495033], [26.88, 14.046666666666999], [26.736262571093, 13.719212499210999], [27.027456200287, 13.548691495033]]"
265,342,300,134,"[[6.921477543173999, 8.038922253935], [7.319159331354, 8.158492850002], [6.795635155945, 8.388445563525], [6.921477543173999, 8.038922253935]]"
266,31,210,50,"[[1.657984294655, 2.868864678661], [1.942780666091, 2.5957792892160003], [1.9839476902250002, 3.036791920227], [1.657984294655, 2.868864678661]]"
267,339,343,344,"[[23.413280504224, 13.794377357865], [23.653333333333002, 14.243333333333002], [23.32, 14.28], [23.413280504224, 13.794377357865]]"
268,25,166,77,"[[3.425251080059, 5.196468039049], [3.669028516776, 4.890092399537], [3.793101244525, 5.312269390342], [3.425251080059, 5.196468039049]]"
269,339,344,345,"[[23.413280504224, 13.794377357865], [23.32, 14.28], [23.115784400802003, 13.957450220267999], [23.413280504224, 13.794377357865]]"
270,339,335,343,"[[23.413280504224, 13.794377357865], [23.759773408541, 13.538216772974], [23.653333333333002, 14.243333333333002], [23.413280504224, 13.794377357865]]"
271,5,263,277,"[[28.764326141136998, 13.235047815109], [29.145894327426, 13.366351105479], [28.947109845678, 13.626734921582], [28.764326141136998, 13.235047815109]]"
272,124,123,125,"[[6.173333333333, 8.293333333333], [5.916666666667, 8.066666666667], [6.3319276873520005, 7.733685633019], [6.173333333333, 8.293333333333]]"
273,153,154,328,"[[22.22, 14.19], [21.987705097029, 13.642300847126], [22.432429320268998, 13.759609920955], [22.22, 14.19]]"
274,138,140,223,"[[15.969040389605999, 13.510400442032001], [16.15, 13.91], [15.81, 13.893333333333], [15.969040389605999, 13.510400442032001]]"
275,285,288,337,"[[26.470377912007, 13.738305451496998], [26.736262571093, 13.719212499210999], [26.61, 14.053333333333], [26.470377912007, 13.738305451496998]]"
276,184,86,85,"[[11.876666666666999, 13.376666666666999], [11.993176881848, 12.886309769563], [12.172382399403, 13.185530235943], [11.876666666666999, 13.376666666666999]]"
277,343,335,220,"[[23.653333333333002, 14.243333333333002], [23.759773408541, 13.538216772974], [23.986666666667, 14.206666666667], [23.653333333333002, 14.243333333333002]]"
278,285,278,271,"[[26.470377912007, 13.738305451496998], [26.34, 14.06], [26.146842997520004, 13.784314924841], [26.470377912007, 13.738305451496998]]"
279,271,73,72,"[[26.146842997520004, 13.784314924841], [26.0, 14.063333333333], [25.785872945862998, 13.685867789842], [26.146842997520004, 13.784314924841]]"
280,79,87,80,"[[28.016435044498, 13.719402365311], [28.24, 14.0], [27.876666666667, 14.013333333333001], [28.016435044498, 13.719402365311]]"
281,71,320,185,"[[25.66, 14.066666666666999], [25.32, 14.07], [25.449940552651, 13.624021411917], [25.66, 14.066666666666999]]"
282,272,313,104,"[[25.933605735325, 13.422262415859999], [25.690730431326, 13.142214830019], [26.197411576267, 13.097894211305], [25.933605735325, 13.422262415859999]]"
283,346,84,86,"[[12.274803680952001, 12.436662336192999], [12.38690351945, 12.859443541949], [11.993176881848, 12.886309769563], [12.274803680952001, 12.436662336192999]]"
284,208,143,133,"[[7.673786061353001, 8.799642258732], [7.427661098904, 9.076559555396], [7.293547114689, 8.72114598244], [7.673786061353001, 8.799642258732]]"
285,106,285,271,"[[26.297500978499, 13.46721919559], [26.470377912007, 13.738305451496998], [26.146842997520004, 13.784314924841], [26.297500978499, 13.46721919559]]"
286,69,3,276,"[[28.526666666666998, 13.986666666666999], [28.652547879204, 13.622504142581], [28.813333333333002, 13.973333333333], [28.526666666666998, 13.986666666666999]]"
287,134,136,129,"[[6.795635155945, 8.388445563525], [6.65, 8.756666666667], [6.43, 8.52], [6.795635155945, 8.388445563525]]"
288,141,138,223,"[[15.639198373034999, 13.493084425507], [15.969040389605999, 13.510400442032001], [15.81, 13.893333333333], [15.639198373034999, 13.493084425507]]"
289,200,347,348,"[[14.314025357107, 13.441966375926], [14.004311640072999, 13.205874920673999], [14.235000481608, 12.930477150458], [14.314025357107, 13.441966375926]]"
290,202,349,203,"[[15.000805325777, 13.396301379554], [15.13, 13.86], [14.813333333333, 13.866666666667], [15.000805325777, 13.396301379554]]"
291,350,161,155,"[[9.115599752111, 10.117838902524001], [8.87, 10.613333333333], [8.6, 10.39], [9.115599752111, 10.117838902524001]]"
292,110,162,109,"[[9.14, 10.836666666666998], [9.315609310994, 10.442857779653], [9.491450805924, 10.725627995811], [9.14, 10.836666666666998]]"
293,114,113,97,"[[12.985871727144001, 13.264960632133], [13.242761098057, 13.703310848031002], [12.915294979182999, 13.666406045638], [12.985871727144001, 13.264960632133]]"
294,197,196,199,"[[13.863333333333001, 13.976666666666999], [13.959322591005002, 13.606673572602999], [14.18, 13.88], [13.863333333333001, 13.976666666666999]]"
295,283,282,279,"[[38.846666666667, 12.976666666666999], [39.035658176607, 12.600549512737], [39.18, 12.94], [38.846666666667, 12.976666666666999]]"
296,331,280,282,"[[39.479008750955, 12.285885930476999], [39.356460173118, 12.655944925739998], [39.035658176607, 12.600549512737], [39.479008750955, 12.285885930476999]]"
